type,headline
options,"(options): fei comp. sept. otm 65/75 call spread trades 10,000 times over an oi of 10"
options,"(options): goodrich petroleum september otm 10 puts trade 3,000 times over an oi of 707"
options,"(options): green mountain implied move of $7.50, 12.75%; earnings after the bell"
options,"(options): groupon implied move of $0.84, 15.3%"
options,"(options): groupon january 2014 $10 calls sell 49,892 times over an oi of 7,296; indicates bearish position"
options,"(options): hercules offshore inc. june otm $8 calls trade 2,072 times over an oi of 257"
options,"(options): hologic december atm 20 puts trade 5,274 times over an oi of 10"
options,"(options): huntsman corp. june otm 19 calls trade 26,743 times over an oi of 24. may otm 19 calls trade 28,196 times over oi of 32,176"
options,"(options): ishares emerging markets june atm 44 and otm 46 calls trade 57,497 and 63,860 times, adding to already-high oi"
options,"(options): ishares inc. july otm 29 calls trade 2,657 times over an oi of 37"
options,"(options): jnk high yield bond etf june atm 41.00 calls trade 2,542 times under an oi of 3,077"
options,"(options): knight capital july atm 3.50 puts trade 4,200 times over an oi of 653"
options,"(options): lamar advertising july otm $40 call trades 5,137 times over an oi of 431"
options,"(options): level 3 communications may atm 21.00 calls trade 2,873 times over an oi of 510"
options,"(options): markwest energy august itm 62.50/67.50 call spread trades 10,400 times"
options,"(options): marvel tech has active put volume in the june expiration; most notably the 7.00, 10.00, and 11.00 puts"
options,"(options): may otm 20.00 puts trade 2,300 times over an open interest of 45"
options,"(options): noble energy june atm 115/105 put spread trades 2,500 times over oi's of 76 and 117, respectively"
options,"(options): october otm 37.50/30 put spread trades 3,000 times over oi's of 206 and 101, respectively"
options,"(options): open text november otm 60 puts trade 3,501 times over an open interest of 0"
options,"(options): parker hannifin june atm $100 calls trade 1,900 times over an oi of 719"
options,"(options): penn west may itm 9.00 calls trade 4,774 times against an open interest of 682"
options,"(options): protalix june $5.00 puts trade 2,500 times over 120 oi, august $5.00 puts trade 2,000 times over 99 oi"
options,"(options): protalix november otm 5.00 puts trade 2,000 times over an oi of 3"
options,"(options): qualcomm july otm $70 calls trade 10,000 times, under an oi of 30,200"
options,= option alert: nordic am oct 6.0 puts: 1700 @ ask $0.60: 1700 traded vs 1481 oi: earnings 8/7 before open (est) $7.14 ref
options,> option alert: agnc feb16 18.0 calls sweep: 1363 @ ask $0.25: 1376 traded vs 101 oi: earnings 2/1 $17.76 ref
options,> option alert: apc fri 10/28 61.5 calls (wkly) sweep: 500 @ above ask! $0.444: 1363 traded vs 374 oi: earnings 10/31 after close $61.17 ref
options,> option alert: dvn jul16 24.0 puts: 800 @ ask $2.50: 1000 traded vs 132 oi: earnings 5/3 $26.70 ref
options,> option alert: emr may16 60.0 calls sweep: 500 @ ask $0.25: 560 traded vs 44 oi: earnings 5/3 $54.11 ref
options,> option alert: flo apr16 20.0 puts: 3150 @ ask $2.05: 3150 traded vs 2487 oi: $18.17 ref
options,> option alert: gme aug16 31.0 puts sweep: 1145 @ ask $1.82: 1185 traded vs 16 oi: earnings 8/25 $30.77 ref
options,> option alert: gps jan16 25.5 puts sweep: 2019 @ ask $0.49: 2373 traded vs 461 oi: earnings 2/25 $26.41 ref
options,> option alert: hbi may16 26.0 puts sweep: 878 @ ask $0.90: 963 traded vs 66 oi: earnings 4/28 $28.22 ref
options,> option alert: kr jan17 38.75 calls sweep: 1000 @ ask $0.15: 1000 traded vs 1005 oi: earnings 3/2 before open $35.10 ref
options,> option alert: nvda apr16 26.0 puts sweep: 1170 @ ask $0.17: 3868 traded vs 729 oi: $31.89 ref
options,> option alert: penn nat may 19.0 calls sweep: 1008 @ ask $0.35: 1008 traded vs 250 oi: earnings 7/27 before open [est] $18.63 ref
options,>> option alert: ddd apr16 15.5 puts sweep: 657 @ ask $0.50: 697 traded vs 93 oi: earnings 5/4 $15.87 ref
options,>> option alert: pandora mar 13.5 calls sweep: 2000 @ ask $0.09: 3191 traded vs 15k oi: earnings 4/27 after close (est) $11.71 ref
options,>> option alert: pom apr16 20.0 puts sweep: 605 @ ask $0.05: 8102 traded vs 21k oi: earnings 5/6 $26.90 ref
options,0 puts sweep: 565 @ ask $1.00: 3630 traded vs 23 oi: earnings 3/10 $9.90 ref
options,1-800-flowers.com option alert: mar 20 $12.5 calls sweep (4) near the ask: 2000 @ $2.226 vs 4693 oi; ref=$13.56
options,1-800-flowers.com option alert: mar 20 $17.5 calls sweep (2) near the bid: 2000 @ $0.451 vs 227 oi; ref=$13.56
options,1-800-flowers.com option alert: may 17 $20 calls at the ask: 1999 @ $0.95 vs 87 oi; earnings 4/30 before open ref=$19.525
options,2 allergan option alerts in the past minute: oct 20 $210 calls at the ask: 1000 at $3.25 vs 690 oi; ref=$203.22; and oct 20 $202.5 calls sweep (37) at the ask: 592 at $6.551 vs 0 oi; ref=$203.42
options,21st century fox option alert: jan 19 $33 calls sweep (18) at the ask: 10000 @ $1.712 vs 2776 oi; ref=$33.15
options,3d systems option alert: aug 17 $16 calls sweep (25) near the ask: 539 @ $0.53 vs 507 oi; earnings 8/1 after close [est] ref=$14.1299
options,3d systems option alert: feb 21 $13 calls sweep (3) near the ask: 535 @ $0.457 vs 937 oi; earnings 2/27 after close [est] ref=$11.87
options,3d systems option alert: jan 18 $12 calls at the ask: 600 @ $0.771 vs 5418 oi; ref=$11.72
options,3d systems option alert: nov 10 $15 calls sweep (35) at the ask: 1736 @ $0.68 vs 12 oi; ref=$14.26
options,3m option alert: jul 19 $200 calls sweep (17) above ask!: 12400 @ $0.863 vs 1926 oi; ref=$179.55
options,8x8 option alert: aug 16 $25 calls at the ask: 2300 @ $1.45 vs 1884 oi; earnings 7/30 after close ref=$25.06
options,8x8 option alert: feb 21 $20 calls at the ask: 1056 @ $2.451 vs 3467 oi; earnings 2/4 after close ref=$21.52
options,8x8 option alert: feb 21 $20 calls sweep (24) near the ask: 674 @ $0.5 vs 1319 oi; earnings 1/28 after close [est] ref=$17.0392
options,8x8 option alert: may 17 $20 calls sweep (26) near the ask: 507 @ $0.6 vs 86 oi; ref=$18.5
options,8x8 option alert: may 17 $25 calls at the ask: 1500 @ $0.7 vs 1763 oi; earnings 5/23 after close [est] ref=$23.8
options,aaron's option alert: feb 16 $40 puts at the ask: 700 @ $2.75 vs 73 oi; ref=$42.49
options,aaron's option alert: feb 16 $44 puts sweep (10) at the bid: 718 @ $3.601 vs 0 oi; ref=$45.025
options,abaxas pet option alert: jun 15 $2.5 calls sweep (17) at the bid: 597 @ $0.651 vs 2605 oi; ref=$3.159
options,abb option alert: sep 21 $23 calls sweep (47) near the bid: 3117 @ $0.482 vs 1592 oi; ref=$23.05
options,abbvie option alert: aug 17 $87.5 puts at the ask: 800 @ $2.3 vs 2213 oi; earnings 7/27 before open ref=$89.725
options,abbvie option alert: fri $88.5 puts sweep (26) near the ask: 653 @ $0.614 vs 124 oi; ref=$89.76
options,abbvie option alert: fri $92 puts sweep (11) near the ask: 500 @ $3.0 vs 3600 oi; earnings 7/27 before open ref=$88.989
options,abbvie option alert: jun 19 $60 puts at the ask: 2000 @ $0.71 vs 10731 oi; ref=$88.15 11:52:38 jnpr juniper networks option alert: fri $26 calls sweep (24) near the ask: 1000 @ $0.281 vs 10275 oi; ref=$25.92
options,abbvie option alert: sep 21 $85 puts sweep (21) near the ask: 750 @ $3.151 vs 1765 oi; earnings 7/27 before open ref=$86.985
options,abercrombie & fitch option alert: dec 21 $22 puts sweep (42) near the ask: 1772 @ $3.75 vs 5008 oi; earnings 11/29 before open ref=$19.51
options,abercrombie & fitch option alert: feb 16 $17 puts sweep (33) at the bid: 850 @ $3.651 vs 1 oi; ref=$14.04
options,abercrombie & fitch option alert: feb 21 $15 calls sweep (3) near the ask: 500 @ $1.47 vs 4865 oi; earnings 11/26 before open ref=$15.1
options,abercrombie & fitch option alert: fri $11 puts sweep (5) at the bid: 905 @ $0.35 vs 663 oi; ref=$12.52
options,abercrombie & fitch option alert: jan 18 $23 calls sweep (4) near the ask: 943 @ $0.401 vs 422 oi; earnings 3/6 before open [est] ref=$21.48
options,abercrombie & fitch option alert: jan 19 $18 calls at the ask: 852 @ $0.6 vs 3942 oi; ref=$16.87
options,abercrombie & fitch option alert: jan 19 $18 calls sweep (25) at the ask: 571 @ $0.671 vs 3845 oi; ref=$17.87
options,"abercrombie & fitch option alert: jan, 2019 $17 puts sweep (13) at the bid: 512 @ $2.9 vs 393 oi; ref=$18.1082"
options,abercrombie & fitch option alert: sep 8 $10 calls sweep (31) at the ask: 935 @ $0.47 vs 6 oi; ref=$9.6
options,abercrombie &fitch option alert: oct 20 $14 puts sweep (22) at the ask: 760 @ $0.551 vs 558 oi; ref=$13.7433
options,acadia healthcare co option alert: dec 21 $35 calls at the bid: 1000 @ $1.551 vs 171 oi; ref=$32.63
options,acadia healthcare co option alert: mar 20 $40 calls sweep (4) near the ask: 635 @ $0.5 vs 190 oi; ref=$33.04
options,acadia option alert: nov 17 $33 puts sweep (3) at the ask: 2000 @ $1.301 vs 14 oi; ref=$36.0
options,acadia pharma option alert: jun 15 $17 puts sweep (2) near the ask: 1065 @ $0.85 vs 7167 oi; ref=$17.3705
options,acadia pharmaceuticals option alert: dec 20 $52 calls at the ask: 600 @ $1.47 vs 5 oi; ref=$47.63
options,acadia pharmaceuticals option alert: jan 17 $28 calls sweep (2) near the ask: 990 @ $3.451 vs 0 oi; ref=$24.72
options,acadia pharmaceuticals option alert: jul 19 $30 calls sweep (22) near the ask: 500 @ $0.401 vs 151 oi; earnings 8/7 after close [est] ref=$26.89
options,acadia pharmaceuticals option alert: mar 15 $23 calls sweep (9) near the ask: 500 @ $1.6 vs 303 oi; earnings 2/26 after close [est] ref=$20.53
options,acadia pharmaceuticals option alert: sep 21 $20 calls at the ask: 10000 @ $1.15 vs 692 oi; earnings 8/7 after close [est] ref=$15.8
options,accelerate diag option alert: nov 16 $20 calls sweep (18) near the ask: 573 @ $3.201 vs 206 oi; earnings 8/2 after close [est] ref=$20.5
options,accelerate diagnostics option alert: nov 16 $22.5 calls sweep (13) at the bid: 592 @ $1.25 vs 675 oi; ref=$19.15
options,accuray option alert: jun 21 $5 calls sweep (2) near the ask: 8000 @ $0.35 vs 79 oi; earnings 1/22 after close ref=$3.9
options,acelrx pharmaceuticals option alert: dec 21 $5 calls at the bid: 4213 @ $0.7 vs 8706 oi; earnings 11/8 after close [est] ref=$4.3469
options,acelrx pharmaceuticals option alert: nov 16 $5 calls sweep (5) near the bid: 502 @ $0.551 vs 4657 oi; earnings 11/8 after close [est] ref=$4.235
options,achaogen option alert: dec 15 $15 puts sweep (5) at the ask: 500 @ $0.7 vs 21 oi; ref=$20.95
options,achaogen option alert: dec 21 $10 puts sweep (7) near the bid: 741 @ $5.201 vs 2763 oi; ref=$5.31
options,achaogen option alert: mar 16 $10 puts sweep (3) at the ask: 550 @ $0.7 vs 123 oi; ref=$13.22
options,achillion pharmaceuticals option alert: mar 20 $7 calls at the ask: 5000 @ $0.051 vs 32023 oi; ref=$6.295
options,acorda therapeutics option alert: oct 18 $7 puts sweep (25) below bid!: 630 @ $1.101 vs 1094 oi; earnings 8/1 before open [est] ref=$7.77
options,activision blizzard option alert: aug 3 $77.5 calls sweep (34) near the ask: 594 @ $2.355 vs 68 oi; earnings 8/2 after close [est] ref=$75.97
options,activision blizzard option alert: aug 3 $85 calls sweep (15) near the ask: 592 @ $1.121 vs 106 oi; earnings 8/2 after close ref=$80.71
options,activision blizzard option alert: feb 15 $65 calls sweep (2) near the ask: 10000 @ $10.926 vs 23 oi; ref=$71.39
options,activision blizzard option alert: fri $45 puts sweep (16) near the bid: 504 @ $5.0 vs 10270 oi; earnings 2/12 after close ref=$40.55
options,activision blizzard option alert: fri $46 calls sweep (5) near the ask: 999 @ $0.201 vs 81 oi; earnings 2/7 after close [est] ref=$45.155
options,activision blizzard option alert: fri $46 calls sweep (8) near the ask: 976 @ $0.3 vs 81 oi; earnings 2/7 after close [est] ref=$45.9
options,activision blizzard option alert: fri $52 calls sweep (22) near the ask: 501 @ $4.501 vs 3183 oi; ref=$56.55
options,activision blizzard option alert: fri $55 calls sweep (57) near the ask: 509 @ $0.541 vs 2285 oi; earnings 11/7 after close ref=$54.97
options,activision blizzard option alert: fri $59.5 calls sweep (35) near the midpoint: 535 @ $0.446 vs 307 oi; earnings 11/7 after close ref=$56.235
options,activision blizzard option alert: fri $75 calls sweep (37) near the ask: 311 @ $1.08 vs 2529 oi; ref=$74.19
options,activision blizzard option alert: fri $78 calls sweep (5) near the ask: 549 @ $0.651 vs 321 oi; earnings 8/2 after close [est] ref=$77.64
options,activision blizzard option alert: jan 17 $50 calls sweep (18) near the ask: 500 @ $4.4 vs 4931 oi; earnings 5/2 after close ref=$45.48
options,activision blizzard option alert: jan 17 $57.5 calls sweep (38) near the ask: 600 @ $3.201 vs 2547 oi; earnings 11/7 after close ref=$55.255
options,activision blizzard option alert: jan 17 $70 calls at the ask: 1000 @ $0.281 vs 4789 oi; earnings 11/7 after close ref=$55.42
options,activision blizzard option alert: jan 3 $57.5 calls sweep (52) near the ask: 1841 @ $0.997 vs 21 oi; ref=$56.4125
options,"activision blizzard option alert: jan, 2021 $55 calls at the ask: 500 @ $9.401 vs 1506 oi; earnings 11/7 after close ref=$55.09"
options,activision blizzard option alert: jul 20 $72.5 puts at the bid: 1050 @ $0.6 vs 1172 oi; earnings 8/2 after close [est] ref=$77.44
options,activision blizzard option alert: may 15 $50 calls sweep (39) above ask!: 1002 @ $11.509 vs 140 oi; earnings 4/30 after close [est] ref=$60.73
options,activision blizzard option alert: may 15 $60 calls at the ask: 1000 @ $2.721 vs 3297 oi; ref=$53.975
options,activision blizzard option alert: may 15 $65 calls sweep (9) near the ask: 503 @ $2.331 vs 4901 oi; earnings 2/11 after close [est] ref=$59.565
options,activision blizzard option alert: nov 1 $56.5 calls at the ask: 1875 @ $1.101 vs 516 oi; earnings 11/7 after close ref=$54.93
options,activision blizzard option alert: nov 15 $55 calls at the ask: 500 @ $2.741 vs 5583 oi; earnings 11/7 after close [est] ref=$54.19
options,activision option alert: aug 25 $59 puts at the bid: 2000 @ $1.71 vs 21 oi; ref=$61.2298
options,activision option alert: may 11 $69.5 calls sweep (29) at the ask: 728 @ $1.3 vs 132 oi; ref=$69.6
options,activision option alert: sep 15 $57.5 puts at the bid: 1250 @ $1.331 vs 170 oi; ref=$63.085
options,activision option alert: sep 8 $63 calls sweep (39) at the bid: 704 @ $0.942 vs 112 oi; ref=$62.6701
options,acxiom option alert: jul 20 $30 calls sweep (42) near the bid: 1335 @ $0.723 vs 438 oi; earnings 8/2 after close [est] ref=$29.58
options,"acxiom realigns portfolio to drive long-term success, consolidates all identity assets into liveramp; acxiom to explore strategic options for marketing solutions business"
options,adamas option alert: dec 15 $22.5 calls sweep (9) at the ask: 614 @ $2.65 vs 459 oi; ref=$22.1
options,adamas pharma option alert: jan 19 $30 calls sweep (2) at the bid: 1000 @ $7.0 vs 162 oi; ref=$36.1
options,adecoagro option alert: jun 21 $7.5 calls at the ask: 2000 @ $0.25 vs 5073 oi; earnings 5/13 after close [est] ref=$6.77
options,adobe option alert: aug 18 $150 calls sweep (28) at the bid: 4130 @ $0.592 vs 2423 oi; ref=$146.34
options,adobe option alert: jan 17 $290 puts at the ask: 10000 @ $14.85 vs 1083 oi; earnings 9/17 after close ref=$307.15
options,adobe option alert: jan 17 $300 calls sweep (14) above ask!: 786 @ $11.979 vs 4950 oi; earnings 12/12 after close ref=$299.53
options,adobe option alert: nov 17 $165 puts sweep (35) at the bid: 4773 @ $1.02 vs 2114 oi; ref=$174.045
options,adobe option alert: oct 20 $167.5 calls at the bid: 6689 @ $0.801 vs 8 oi; ref=$156.57
options,adobe option alert: sep 15 $155 calls at the bid: 1285 @ $1.68 vs 1225 oi; ref=$152.22
options,adp option alert: jan 19 $105 calls at the ask: 2400 @ $5.5 vs 1336 oi; ref=$104.53
options,adp option alert: nov 17 $110 calls at the ask: 2000 @ $3.701 vs 1584 oi; ref=$110.28
options,adp option alert: oct 20 $100 puts sweep (26) at the ask: 703 @ $1.75 vs 120 oi; ref=$104.9
options,adtran option alert: fri $18 calls sweep (2) above ask!: 625 @ $0.551 vs 3163 oi; earnings 10/16 after close ref=$17.25
options,advance auto parts option alert: sep 15 $90 puts at the bid: 4668 @ $1.051 vs 733 oi; ref=$94.31
options,advance auto parts option alert: sep 18 $115 calls sweep (12) above ask!: 2500 @ $12.967 vs 86 oi; earnings 5/20 before open [est] ref=$106.73
options,advanced energy ind option alert: jan 19 $80 puts at the bid: 1270 @ $3.0 vs 1260 oi; ref=$88.7713
options,advanced micro devices option alert: aug 24 $20 calls at the ask: 500 @ $0.561 vs 842 oi; ref=$18.93
options,advanced micro devices option alert: feb 21 $45 calls sweep (33) near the ask: 1500 @ $5.651 vs 9332 oi; earnings 1/28 after close [est] ref=$48.245
options,advanced micro devices option alert: feb 21 $48 calls sweep (51) near the ask: 749 @ $3.1 vs 5773 oi; earnings 1/28 after close [est] ref=$46.49
options,advanced micro devices option alert: fri $42 calls sweep (10) above ask!: 1500 @ $2.959 vs 10833 oi; earnings 1/28 after close [est] ref=$44.9
options,"advanced optoelectronics option alert: jan 18, 2019 $40 calls sweep (29) at the ask: 945 @ $2.062 vs 947 oi; earnings 5/3 after close [est] ref=$24.71"
options,aecom option alert: fri $50 calls sweep (3) near the ask: 500 @ $0.801 vs 3205 oi; ref=$49.86
options,aegean marine option alert: sep 15 $5 calls sweep (11) at the bid: 2922 @ $0.15 vs 309 oi; ref=$4.75
options,aerie pharmaceuticals option alert: jan 17 $20 calls sweep (2) near the ask: 4513 @ $1.601 vs 17 oi; ref=$18.65
options,aerie pharmaceuticals option alert: nov 16 $80 calls at the ask: 750 @ $0.6 vs 5 oi; ref=$61.225
options,aetna option alert: dec 15 $170 calls sweep (2) at the bid: 574 @ $10.0 vs 494 oi; ref=$174.91
options,aetna option alert: jan 18 $150 puts at the bid: 1500 @ $0.75 vs 8544 oi; earnings 8/2 before open [est] ref=$191.625
options,aetna option alert: jan 18 $170 puts at the bid: 500 @ $3.5 vs 4061 oi; earnings 8/2 before open [est] ref=$191.72
options,affimed option alert: sep 21 $5 calls sweep (2) near the bid: 500 @ $1.101 vs 6687 oi; ref=$5.9427
options,aflac option alert: aug 23 $52.5 calls sweep (20) below bid!: 508 @ $0.433 vs 516 oi; ref=$52.064 9:40:56 baba alibaba group holding option alert: sep 20 $160 calls sweep (33) near the ask: 563 @ $6.994 vs 9304 oi; earnings 8/22 before open [est] ref=$155.97
options,aflac option alert: jan 18 $33.8 calls sweep (20) near the ask: 780 @ $11.85 vs 36697 oi; earnings 1/30 after close [est] ref=$45.61
options,afsi option alert: jun 15 $15 calls sweep (25) at the bid: 1191 @ $0.6 vs 3103 oi; ref=$11.97
options,ag etf sees bearish options trade
options,agco option alert: aug 17 $65 calls sweep (2) near the ask: 618 @ $0.446 vs 214 oi; earnings 7/31 before open ref=$59.08
options,agilent technologies option alert: mar 15 $75 calls at the ask: 1000 @ $2.3 vs 33 oi; earnings 2/20 after close ref=$73.74
options,agios pharmaceuticals option alert: jan 17 $40 calls sweep (2) near the ask: 500 @ $3.201 vs 55 oi; ref=$39.17
options,agnc inv option alert: jan 19 $21 puts at the ask: 5000 @ $0.681 vs 1830 oi; ref=$21.29
options,agnico eagle mines option alert: feb 21 $55 calls at the ask: 3889 @ $4.121 vs 78 oi; earnings 7/24 after close ref=$53.36
options,agnico eagle mines option alert: nov 15 $60 calls sweep (47) near the ask: 980 @ $3.65 vs 1044 oi; ref=$59.6161
options,aig option alert: aug 11 $64 puts at the ask: 899 @ $0.57 vs 251 oi; ref=$65.49
options,aig option alert: oct 20 $57.5 puts at the ask: 5203 @ $0.341 vs 5156 oi; ref=$62.92
options,aig option alert: oct 20 $60 calls at the bid: 1089 @ $1.75 vs 344 oi; ref=$60.82
options,air lease option alert: feb 16 $35 puts at the ask: 3040 @ $0.451 vs 195 oi; ref=$43.555
options,ak steel holding option alert: nov 15 $3 calls sweep (53) near the ask: 4066 @ $0.07 vs 8726 oi; earnings 10/30 after close ref=$2.465
options,ak steel option alert: feb 16 $7 calls sweep (6) at the ask: 692 @ $0.451 vs 24132 oi; earnings 1/30 before open ref=$6.64
options,"ak steel option alert: jan 17, 2020 $3 puts above ask!: 13400 @ $0.49 vs 20624 oi; earnings 4/24 before open [est] ref=$5.355"
options,ak steel option alert: jul 21 $6.5 calls at the ask: 8000 @ $0.12 vs 6288 oi; ref=$6.11
options,ak steel option alert: mar 16 $6 calls at the ask: 5455 @ $0.391 vs 4406 oi; ref=$5.37
options,ak steel option alert: mar 16 $6 calls sweep (6) at the ask: 1000 @ $0.491 vs 13629 oi; ref=$5.52
options,ak steel option alert: sep 15 $5.5 puts at the bid: 5000 @ $0.141 vs 744 oi; ref=$5.73
options,"akcea announces novartis exercised option to license akcea-apo(a)-lrx; axcea, ionis to equally split $150m license fee"
options,akebia therapeutics option alert: apr 18 $7.5 calls sweep (2) near the ask: 504 @ $0.825 vs 635 oi; earnings 3/11 after close [est] ref=$7.227
options,akebia therapeutics option alert: dec 20 $5 calls sweep (16) near the ask: 606 @ $0.451 vs 1090 oi; ref=$4.8
options,akebia therapeutics option alert: jul 17 $12.5 calls at the ask: 1000 @ $0.71 vs 553 oi; earnings 3/16 after close [est] ref=$7.91
options,akorn option alert: aug 17 $17.5 calls at the bid: 637 @ $1.25 vs 609 oi; earnings 7/30 before open [est] ref=$16.81
options,akorn option alert: aug 17 $30 calls sweep (3) near the ask: 1041 @ $0.75 vs 257 oi; earnings 7/30 before open [est] ref=$18.005
options,akorn option alert: dec 21 $10 puts at the bid: 1300 @ $4.55 vs 13587 oi; earnings 10/31 before open [est] ref=$5.9601
options,akorn option alert: dec 21 $27.5 calls at the ask: 2000 @ $0.101 vs 6398 oi; earnings 11/6 before open [est] ref=$6.64
options,akorn option alert: jan 17 $4.5 calls at the ask: 15000 @ $0.551 vs 1 oi; earnings 8/1 before open ref=$3.49
options,akorn option alert: jul 20 $17.5 calls sweep (11) near the ask: 1390 @ $2.51 vs 739 oi; earnings 7/30 before open [est] ref=$17.14
options,akorn option alert: jul 20 $20 calls at the ask: 1069 @ $1.351 vs 1024 oi; earnings 7/30 before open [est] ref=$15.58
options,akorn option alert: jul 20 $20 calls at the bid: 889 @ $2.101 vs 4955 oi; earnings 7/30 before open [est] ref=$17.86
options,akorn option alert: jun 15 $17.5 puts at the ask: 1000 @ $3.701 vs 107 oi; earnings 3/6 before open [est] ref=$19.295
options,akorn option alert: jun 15 $20 calls at the ask: 1000 @ $3.8 vs 6589 oi; earnings 5/3 before open [est] ref=$18.2
options,akorn option alert: mar 15 $10 calls at the ask: 500 @ $1.4 vs 5529 oi; earnings 10/31 before open [est] ref=$5.995
options,akorn option alert: sep 21 $10 puts at the bid: 6000 @ $0.651 vs 16191 oi; ref=$14.48
options,akorn option alert: sep 21 $15 calls at the bid: 750 @ $2.201 vs 2067 oi; earnings 5/9 before open [est] ref=$11.58
options,akorn option alert: sep 21 $15 calls sweep (11) near the ask: 731 @ $0.6 vs 16433 oi; earnings 10/31 before open [est] ref=$13.67
options,akorn option alert: sep 21 $15 puts at the ask: 1050 @ $3.201 vs 14299 oi; earnings 8/27 before open [est] ref=$16.785
options,akorn option alert: sep 21 $20 calls sweep (5) near the ask: 500 @ $1.75 vs 29702 oi; earnings 8/27 before open [est] ref=$14.49
options,alamos gold option alert: mar 20 $10 calls sweep (15) near the ask: 500 @ $0.5 vs 174 oi; ref=$7.54
options,alan knuckman's jd.com options trade
options,alan knuckman's kroger options trade
options,alan knuckman's qualcomm options trade
options,alaska air group option alert: apr 17 $72.5 calls sweep (13) near the ask: 561 @ $2.15 vs 165 oi; earnings 1/23 after close [est] ref=$69.11
options,albemarle and tianqi terminate option for indirect minority interest in albemarle subsidiary rockwood lithium gmbh
options,albemarle option alert: dec 20 $70 calls sweep (46) near the ask: 910 @ $3.8 vs 2240 oi; ref=$71.2
options,"albemarle option alert: jan, 2021 $75 calls at the ask: 809 @ $10.0 vs 2743 oi; ref=$69.53"
options,albemarle option alert: sep 21 $95 puts sweep (24) near the bid: 900 @ $2.0 vs 2709 oi; ref=$95.57
options,alcoa option alert: dec 15 $46 calls sweep (14) at the ask: 1750 @ $3.3 vs 0 oi; ref=$46.32
options,alcoa option alert: feb 15 $30 calls sweep (10) near the ask: 600 @ $1.35 vs 2303 oi; earnings 1/16 after close ref=$27.98
options,alcoa option alert: fri $49 calls sweep (4) near the bid: 677 @ $1.7 vs 273 oi; earnings 7/18 after close ref=$50.38
options,alcoa option alert: jan 18 $46 calls sweep (26) near the ask: 1000 @ $2.951 vs 72 oi; ref=$42.79
options,alcoa option alert: jan 19 $36 calls sweep (14) at the bid: 947 @ $3.8 vs 467 oi; ref=$35.57
options,alcoa option alert: jul 17 $25 calls sweep (21) near the ask: 1035 @ $1.4 vs 29 oi; earnings 1/15 after close [est] ref=$21.65
options,alcoa option alert: jun 19 $10 calls at the ask: 5000 @ $0.49 vs 86 oi; earnings 4/22 after close ref=$7.87
options,alcoa option alert: jun 19 $10 calls at the ask: 6000 @ $0.341 vs 5915 oi; earnings 4/22 after close ref=$7.2
options,alcoa option alert: nov 17 $50 calls sweep (4) at the ask: 500 @ $1.13 vs 95 oi; ref=$44.64
options,alcoa option alert: oct 13 $45 calls sweep (15) at the bid: 1000 @ $0.801 vs 2 oi; ref=$42.54
options,alcoa option alert: oct 18 $21 calls sweep (38) near the ask: 2955 @ $1.15 vs 178 oi; ref=$19.72
options,alcoa option alert: oct 18 $24 calls at the ask: 5000 @ $1.65 vs 22559 oi; earnings 7/17 after close ref=$22.45
options,alcoa option alert: oct 18 $24 calls sweep (2) near the ask: 4950 @ $1.925 vs 28192 oi; earnings 7/17 after close ref=$23.24
options,alcoa option alert: oct 19 $47 calls sweep (20) near the ask: 967 @ $2.55 vs 106 oi; earnings 7/18 after close ref=$44.11
options,alcoa option alert: oct 20 $40 puts sweep (27) at the bid: 941 @ $0.951 vs 203 oi; ref=$43.7
options,alcoa option alert: oct 20 $42 calls at the ask: 10000 @ $1.301 vs 943 oi; ref=$39.22
options,alcoa option alert: oct 27 $50 calls sweep (2) at the ask: 500 @ $1.45 vs 0 oi; ref=$47.54
options,alcoa options active on m&a rumor (aa)
options,alden issues statement in response to pier 1 imports' adoption of a 10% poison pill
options,alder biopharmaceuticals option alert: jan 17 $17.5 puts sweep (2) near the bid: 2000 @ $0.35 vs 2 oi; earnings 11/4 after close [est] ref=$18.425
options,alert: macys jun 24.5 calls: 2203 @ ask $0.37: 6149 traded vs 332 oi: earnings 8/10 before open (est) $23.54 ref
options,alexion pharmaceuticals option alert: jan 17 $120 calls sweep (2) near the ask: 991 @ $9.65 vs 138 oi; ref=$114.65
options,alexion pharmaceuticals option alert: nov 15 $105 calls sweep (2) near the ask: 3475 @ $3.5 vs 393 oi; earnings 10/23 before open ref=$99.82
options,alexion pharmaceuticals option alert: nov 15 $125 calls sweep (2) above ask!: 800 @ $5.451 vs 249 oi; ref=$114.34
options,alexion pharmaceuticals option alert: sep 20 $110 calls sweep (3) near the bid: 500 @ $7.5 vs 822 oi; earnings 10/23 before open [est] ref=$112.7
options,alibaba group holding option alert: aug 17 $220 calls sweep (2) near the ask: 995 @ $0.96 vs 13378 oi; earnings 8/16 before open [est] ref=$183.83
options,alibaba group holding option alert: aug 3 $170 puts sweep (9) near the ask: 586 @ $0.371 vs 364 oi; earnings 8/16 before open [est] ref=$189.7
options,alibaba group holding option alert: feb 21 $190 calls at the ask: 1800 @ $9.35 vs 10215 oi; ref=$183.84
options,alibaba group holding option alert: fri $142 calls sweep (3) near the ask: 500 @ $3.25 vs 715 oi; earnings 11/2 before open ref=$137.79
